売上№,売上日,行№,品名,単位,数量,単価,金額,備考
88687,2021/6/20,5,ミナールＯＫＡＤＡ（総合点検）          ,式　,1,8560 ,8560 ,5月8日
88688,2021/6/19,1,砂山パークハイツ　403号室               ,　　,      ,         ,          ,
88688,2021/6/19,2,住警器(取付費込)                        ,台　,2,3000 ,6000 ,6月19日
88691,2021/5/25,1,HondaCars紀の川サービス工場             ,　　,      ,         ,          ,
88691,2021/5/25,2,届出立会試験費                          ,式　,1,50000 ,50000 ,5月25日
88695,2021/5/24,1,キングライン湊危険物倉庫分　納品        ,　　,      ,         ,          ,
88695,2021/5/24,2,少量危険物標識（文字入れ）              ,枚　,1,2500 ,2500 ,5月24日
88696,2021/6/7,1,グリーンヒル御坊アネックス              ,　　,      ,         ,          ,
88696,2021/6/7,2,消防設備保守点検に伴う改修工事          ,式　,1,79000 ,79000 ,6月7日
88697,2021/5/31,1,パルビル　電球交換                      ,　　,      ,         ,          ,
88697,2021/5/31,2,5月31日,　　,      ,         ,          ,
88697,2021/5/31,3,1階　廊下　ハイビーム球                 ,個　,2,1980 ,3960 ,
88697,2021/5/31,4,取替費                                  ,式　,1,2000 ,2000 ,
88698,2021/6/20,1,照明器具取替工事                        ,　　,      ,         ,          ,
88698,2021/6/20,2,NNFK30513J　天井埋込型LEDライト         ,台　,1,4000 ,4000 ,
88698,2021/6/20,3,NNFK25013　天井埋込型LEDライト          ,台　,2,3000 ,6000 ,
88698,2021/6/20,4,AD1031W50　LED防雨防湿ダウンライト      ,台　,1,6000 ,6000 ,
88698,2021/6/20,5,DWP40868Y　LED屋外ブラケット            ,台　,2,12000 ,24000 ,
88698,2021/6/20,6,AD1031W27　LED防雨防湿ダウンライト      ,台　,6,6000 ,36000 ,
88698,2021/6/20,7,OD361341LDR　LEDダウンライト            ,台　,1,4000 ,4000 ,
88698,2021/6/20,8,同上付属品                              ,式　,1,7000 ,7000 ,
88698,2021/6/20,9,取替費                                  ,式　,1,100000 ,100000 ,
88698,2021/6/20,10,消耗品雑材費                            ,式　,1,5000 ,5000 ,
88698,2021/6/20,11,諸経費                                  ,式　,1,10000 ,10000 ,
88699,2021/5/24,1,バイオメディカルサイエンスセンター      ,　　,      ,         ,          ,
88699,2021/5/24,2,研究機器設置のための施設事前工事        ,　　,      ,         ,          ,
88699,2021/5/24,3,電気設備工事                            ,式　,1,2200000 ,2200000 ,4/19～5/24
88700,2021/5/6,1,中山様邸                                ,　　,      ,         ,          ,
88700,2021/5/6,2,空調設備工事                            ,式　,1,100000 ,100000 ,R2.7/31～5/6
88700,2021/5/6,3,電気設備工事                            ,式　,1,700000 ,700000 ,〃
88703,2021/5/18,1,深野様邸                                ,　　,      ,         ,          ,
88703,2021/5/18,2,空調設備工事                            ,式　,1,120000 ,120000 ,R2.11/24～5/18
88703,2021/5/18,3,電気設備工事                            ,式　,1,600000 ,600000 ,〃
88704,2021/6/20,1,牧尾様邸                                ,　　,      ,         ,          ,
88704,2021/6/20,2,居宅　電気設備工事                      ,式　,1,650000 ,650000 ,
88704,2021/6/20,3,〃　　空調設備工事                      ,式　,1,55000 ,55000 ,
88704,2021/6/20,4,1階テナント　電気設備工事               ,式　,1,650000 ,650000 ,
88704,2021/6/20,5,〃　 　　　　空調設備工事               ,式　,1,240000 ,240000 ,
88705,2021/6/11,1,オリエントホームズ様　事務所            ,　　,      ,         ,          ,
88705,2021/6/11,2,照明器具取替工事                        ,式　,1,18000 ,18000 ,6月11日
88706,2021/5/25,1,吉岡商店様                              ,　　,      ,         ,          ,
88706,2021/5/25,2,機械電源不調調査費                      ,式　,1,13000 ,13000 ,5月25日
88707,2021/6/18,1,パルビル                                ,　　,      ,         ,          ,
88707,2021/6/18,2,6月18日,　　,      ,         ,          ,
88707,2021/6/18,3,防犯カメラ取付工事                      ,式　,1,20000 ,20000 ,
88710,2021/6/20,1,消防設備保守点検                        ,　　,      ,         ,          ,
88710,2021/6/20,2,グリーンヒル御坊アネックス（総合点検）  ,式　,1,40000 ,40000 ,3月15日
88710,2021/6/20,3,御坊警察宿舎（総合点検）                ,式　,1,45000 ,45000 ,6月4日
88711,2021/5/13,1,消防設備保守点検                        ,　　,      ,         ,          ,
88711,2021/5/13,2,スズキアリーナ城南店（総合点検）        ,式　,1,19000 ,19000 ,5月13日
88711,2021/5/13,3,スズキアリーナ国体道路店（総合点検）    ,式　,1,10000 ,10000 ,〃
88712,2021/5/12,1,消防設備保守点検                        ,　　,      ,         ,          ,
88712,2021/5/12,2,岩出市立各保育所（機器点検）            ,式　,1,200000 ,200000 ,5/10～5/12
88716,2021/5/27,1,消防設備保守点検                        ,　　,      ,         ,          ,
88716,2021/5/27,2,ヨーロピアン六十谷（総合点検）          ,式　,1,30000 ,30000 ,5月27日
88721,2021/5/27,1,消防設備保守点検                        ,　　,      ,         ,          ,
88721,2021/5/27,2,ロマンビレッジ（総合点検）              ,式　,1,50000 ,50000 ,5月27日
88722,2021/5/28,1,消防設備保守点検                        ,　　,      ,         ,          ,
88722,2021/5/28,2,オーエース（機器点検）                  ,式　,1,54000 ,54000 ,5月28日
88723,2021/5/28,1,桐蔭高校                                ,　　,      ,         ,          ,
88723,2021/5/28,2,事務室ワゴンモール付属品取替修繕        ,式　,1,10000 ,10000 ,5月28日
88725,2021/6/20,1,建築設備定期点検                        ,　　,      ,         ,          ,
88725,2021/6/20,2,つむぐリカバリーナーシングホーム(1設備) ,式　,1,60000 ,60000 ,11月10日
88725,2021/6/20,3,さくらの丘安心ハウス岸和田（1設備）     ,式　,1,60000 ,60000 ,〃
88725,2021/6/20,4,喜平久米田（1設備）                     ,式　,1,60000 ,60000 ,〃
88725,2021/6/20,5,喜平和気（1設備）                       ,式　,1,60000 ,60000 ,〃
88725,2021/6/20,6,ロイヤル・ライフ河内の郷（2設備）       ,式　,1,80000 ,80000 ,11月11日
88725,2021/6/20,7,ロイヤルライフ信照の郷（1設備）         ,式　,1,60000 ,60000 ,〃
88725,2021/6/20,8,ベストライフ和泉中央（2設備）           ,式　,1,80000 ,80000 ,〃
88725,2021/6/20,9,サービス付高齢者向け住宅しののめ(1設備) ,式　,1,60000 ,60000 ,11月18日
88725,2021/6/20,10,アルファケア岸和田（1設備）             ,式　,1,60000 ,60000 ,〃
88725,2021/6/20,11,和泉寺田の郷（2設備）                   ,式　,1,80000 ,80000 ,〃
88725,2021/6/20,12,<仮称>パナソニックAFH大阪野江(1設備)    ,式　,1,60000 ,60000 ,11/20書類
88725,2021/6/20,13,アルファケア阪南（1設備）               ,式　,1,60000 ,60000 ,2月1日
88725,2021/6/20,14,グループホームアムール岸和田（2設備）   ,式　,1,80000 ,80000 ,〃
88725,2021/6/20,15,リーブル岸和田アネックス（2設備）       ,式　,1,80000 ,80000 ,〃
88725,2021/6/20,16,ライフガーデンいずみ(1設備)             ,式　,1,60000 ,60000 ,2月5日
88725,2021/6/20,17,〃　　　(防火設備点検)                  ,式　,1,78000 ,78000 ,〃
88725,2021/6/20,18,エクセレンス花水木二色の浜（1設備）     ,式　,1,60000 ,60000 ,3月25日
88725,2021/6/20,19,サービス付高齢者向住宅のばな（1設備）   ,式　,1,60000 ,60000 ,4月2日
88725,2021/6/20,20,ベストライフ岸和田（2設備）             ,式　,1,80000 ,80000 ,〃
88725,2021/6/20,21,リーブル忠岡（1設備）                   ,式　,1,60000 ,60000 ,4月2日
88727,2021/6/24,1,(仮称)KOBAKEN株式会社新築工事           ,　　,      ,         ,          ,
88727,2021/6/24,2,消火器･使用開始届及び立会試験費         ,式　,1,63000 ,63000 ,6/21消検
88729,2021/6/25,1,現場応援費                              ,式　,1,300000 ,300000 ,
88729,2021/6/25,2,図面作成費                              ,式　,1,250000 ,250000 ,
88730,2021/6/30,1,消防設備保守点検                        ,　　,      ,         ,          ,
88730,2021/6/30,2,123博多店（総合点検）                   ,式　,1,150000 ,150000 ,4/19･4/21
88730,2021/6/30,3,〃　　　（防火対象物点検）              ,式　,1,40000 ,40000 ,〃
88730,2021/6/30,4,123+Ｎはりまや橋店（総合点検）          ,式　,1,225000 ,225000 ,4/20･4/21
88730,2021/6/30,5,〃　　　（防火対象物点検）              ,式　,1,40000 ,40000 ,〃
88730,2021/6/30,6,123五社店（機器点検）                   ,式　,1,60000 ,60000 ,5月10日
88730,2021/6/30,7,ラッキー1BAN明石店（機器点検）          ,式　,1,120000 ,120000 ,5月12日
88730,2021/6/30,8,123+Ｎ大阪本店（機器点検）              ,式　,1,250000 ,250000 ,6/1･6/2
88730,2021/6/30,9,123新三田店（機器点検）                 ,式　,1,70000 ,70000 ,6月7日
88730,2021/6/30,10,123山鹿店（機器点検）                   ,式　,1,90000 ,90000 ,6月9日
88730,2021/6/30,11,123三木店・立駐（機器点検）             ,式　,1,70000 ,70000 ,6月10日
88730,2021/6/30,12,123摂津店（機器点検）                   ,式　,1,100000 ,100000 ,6月14日
88731,2021/6/30,1,123水島店　Ⅱ期工事                     ,　　,      ,         ,          ,
88731,2021/6/30,2,消防設備追加工事                        ,式　,1,909091 ,909091 ,
88732,2021/6/29,1,北野田ビル                              ,　　,      ,         ,          ,
88732,2021/6/29,2,消防設備保守点検後不備改修工事          ,式　,1,118000 ,118000 ,6月29日
88733,2021/6/29,1,第3永楽荘                               ,　　,      ,         ,          ,
88733,2021/6/29,2,3階SP設備　アラームスイッチ取替工事     ,式　,1,84000 ,84000 ,6月29日
88734,2021/6/7,1,納品                                    ,　　,      ,         ,          ,
88734,2021/6/7,2,PR-176L　パネルのバネ(部品)             ,個　,1,200 ,200 ,6月7日
88734,2021/6/7,3,送料                                    ,式　,1,1000 ,1000 ,〃
88735,2021/6/2,1,123和歌山インター店                     ,　　,      ,         ,          ,
88735,2021/6/2,2,防火設備点検後不備改修工事              ,式　,1,600000 ,600000 ,6月2日
88736,2021/6/1,1,東急ドエル摩耶                          ,　　,      ,         ,          ,
88736,2021/6/1,2,機器納品分                              ,式　,1,215780 ,215780 ,3/1・3/23
88736,2021/6/1,3,自動火災報知受信機取替工事              ,式　,1,460000 ,460000 ,6月1日
88737,2021/6/16,1,123+N羽曳野店                           ,　　,      ,         ,          ,
88737,2021/6/16,2,消防設備工事                            ,式　,1,820000 ,820000 ,5/31～6/16
88737,2021/6/16,3,消火設備工事                            ,式　,1,2100000 ,2100000 ,〃
88738,2021/6/30,1,消防設備保守点検                        ,　　,      ,         ,          ,
88738,2021/6/30,2,イオン日根野・ジョーシン日根野(総合点検),式　,1,700000 ,700000 ,5/17～5/21
88738,2021/6/30,3,りんくうプレミアムアウトレット(総合点検),式　,1,1075000 ,1075000 ,5/24～5/29
88738,2021/6/30,4,マルハン和歌山湊店（総合点検）          ,式　,1,25200 ,25200 ,6月14日
88739,2021/6/30,1,イオンモールりんくう泉南                ,　　,      ,         ,          ,
88739,2021/6/30,2,いきなりステーキ　フード消火設備点検    ,式　,1,31500 ,31500 ,
88740,2021/6/3,1,イオンモールりんくう泉南                ,　　,      ,         ,          ,
88740,2021/6/3,2,防火設備検査立会                        ,式　,1,486000 ,486000 ,5/24～6/3
88741,2021/6/9,1,イオンモールりんくう泉南                ,　　,      ,         ,          ,
88741,2021/6/9,2,274区画　新店防災B工事                  ,式　,1,2700000 ,2700000 ,5/14～6/9
88741,2021/6/9,3,〃 　　　新店防災B追加移設作業          ,式　,1,133650 ,133650 ,6月9日
88743,2021/6/15,1,イオンモールりんくう泉南                ,　　,      ,         ,          ,
88743,2021/6/15,2,190区画　新店防災B工事                  ,式　,1,2070000 ,2070000 ,5/14～6/15
88744,2021/6/1,1,イオンモールりんくう泉南                ,　　,      ,         ,          ,
88744,2021/6/1,2,C等3階1及び4駐車場端末断線調査          ,式　,1,54000 ,54000 ,6月1日
88745,2021/6/4,1,イオンモールりんくう泉南                ,　　,      ,         ,          ,
88745,2021/6/4,2,204-2区画　スプリンクラーヘッド増設工事 ,式　,1,243000 ,243000 ,6月4日
88746,2021/6/29,1,1階コインランドリー                     ,　　,      ,         ,          ,
88746,2021/6/29,2,感知器取替工事(2ヶ所)                   ,式　,1,14500 ,14500 ,6月29日
88748,2021/6/30,1,消防設備保守点検                        ,　　,      ,         ,          ,
88748,2021/6/30,2,エバグリーン田原本店（総合点検）        ,式　,1,48000 ,48000 ,6月3日
88748,2021/6/30,3,〃　　　(防火対象物点検)                ,式　,1,48000 ,48000 ,〃
88748,2021/6/30,4,エバグリーン阪南店（総合点検）          ,式　,1,48000 ,48000 ,6月24日
88748,2021/6/30,5,〃　　　(防火対象物点検)                ,式　,1,48000 ,48000 ,〃
88749,2021/6/30,1,消防設備保守点検                        ,　　,      ,         ,          ,
88749,2021/6/30,2,㈱スズキ自販和歌山（機器点検）          ,式　,1,27000 ,27000 ,6月2日
88749,2021/6/30,3,グループホーム第1日向（総合点検）       ,式　,1,15000 ,15000 ,6月8日
88749,2021/6/30,4,グループホーム第2日向（総合点検）       ,式　,1,20000 ,20000 ,〃
88749,2021/6/30,5,グループホーム第3日向（総合点検）       ,式　,1,20000 ,20000 ,〃
88749,2021/6/30,6,グループホーム第4日向（総合点検）       ,式　,1,15000 ,15000 ,〃
88749,2021/6/30,7,オカダ自動車（機器点検）                ,式　,1,6300 ,6300 ,〃
88749,2021/6/30,8,あすの実（機器点検）                    ,式　,1,10000 ,10000 ,6月9日
88749,2021/6/30,9,あすなろ共同作業所（機器点検）          ,式　,1,20000 ,20000 ,〃
88749,2021/6/30,10,和歌山日産自動車㈱和歌山（総合点検）    ,式　,1,110000 ,110000 ,6月15日
88749,2021/6/30,11,エバグリーン串本店（機器点検）          ,式　,1,24000 ,24000 ,6月17日
88749,2021/6/30,12,ホンダ田辺明洋店（総合点検）            ,式　,1,28000 ,28000 ,〃
88749,2021/6/30,13,エバグリーン御坊店（総合点検）          ,式　,1,48000 ,48000 ,6月22日
88749,2021/6/30,14,〃　　　（防火対象物点検）              ,式　,1,48000 ,48000 ,〃
88749,2021/6/30,15,エバグリーン新中島店（総合点検）        ,式　,1,24000 ,24000 ,6月25日
88749,2021/6/30,16,スーパーエバグリーン宮前店（総合点検）  ,式　,1,48000 ,48000 ,6月28日
88749,2021/6/30,17,スーパーデリシャスヒロ御坊店（総合点検）,式　,1,48000 ,48000 ,6月29日
88749,2021/6/30,18,〃　　　（防火対象物点検）              ,式　,1,48000 ,48000 ,〃
88750,2021/6/30,1,グリーンシャポービル                    ,　　,      ,         ,          ,
88750,2021/6/30,2,消防設備保守点検に伴う改修工事          ,式　,1,141800 ,141800 ,6月30日
88753,2021/6/18,1,セーフティ・キーパー取付工事            ,式　,1,68500 ,68500 ,6月18日
88754,2021/6/17,1,藤田様邸                                ,　　,      ,         ,          ,
88754,2021/6/17,2,トイレ配線器具取替工事                  ,式　,1,14000 ,14000 ,6月17日
88755,2021/6/30,1,日赤消防設備保守点検後改修工事          ,式　,1,38000 ,38000 ,6月12日
88755,2021/6/30,2,和医大中央棟1階ﾘﾊﾋﾞﾘﾃｰｼｮﾝ科言語療法室他 ,式　,1,30000 ,30000 ,6/24消検
88756,2021/6/18,1,八幡台小学校外1校給食調理室空調設置工事 ,　　,      ,         ,          ,
88756,2021/6/18,2,電気工事                                ,式　,1,1200000 ,1200000 ,6/18消検
88757,2021/6/25,1,ケアセンター虹                          ,　　,      ,         ,          ,
88757,2021/6/25,2,消火器取替工事                          ,式　,1,11000 ,11000 ,6月25日
88760,2021/6/4,1,西村様邸                                ,　　,      ,         ,          ,
88760,2021/6/4,2,換気扇取替工事（材工共）                ,式　,1,10000 ,10000 ,6月4日
88761,2021/6/2,1,酒直                                    ,　　,      ,         ,          ,
88761,2021/6/2,2,硝子部ブロック塀改修に伴う電気設備工事  ,式　,1,300000 ,300000 ,6/2･22･23･27
88762,2021/6/21,1,ユニオン開発株式会社ルマンA4号館        ,　　,      ,         ,          ,
88762,2021/6/21,2,実作動試験                              ,式　,1,10000 ,10000 ,6月21日
88763,2021/6/5,1,サンツモリビル                          ,　　,      ,         ,          ,
88763,2021/6/5,2,消防設備保守点検（総合点検）            ,式　,1,25000 ,25000 ,6月5日
88764,2021/5/26,1,消防設備保守点検（総合点検）            ,　　,      ,         ,          ,
88764,2021/5/26,2,旧工場                                  ,式　,1,15000 ,15000 ,5月26日
88764,2021/5/26,3,新工場                                  ,式　,1,30000 ,30000 ,〃
88767,2021/6/30,1,トランスコスモス㈱様                    ,　　,      ,         ,          ,
88767,2021/6/30,2,和歌山センター3階感知器増設工事         ,式　,1,82000 ,82000 ,5/27・6/30
88769,2021/6/21,1,大阪市中央卸売市場11階大阪中央青果㈱    ,　　,      ,         ,          ,
88769,2021/6/21,2,SPシーリング取り外し及び現場調査        ,式　,1,30000 ,30000 ,5/31・6/21
88772,2021/6/1,1,グリーンシャポービル　納品              ,　　,      ,         ,          ,
88772,2021/6/1,2,誘導灯                                  ,式　,1,25300 ,25300 ,6月1日
88772,2021/6/1,3,定温式スポット型感知器1種防水           ,個　,2,1350 ,2700 ,〃
88773,2021/6/18,1,メイプルパークスクエア東2番街　211号室  ,　　,      ,         ,          ,
88773,2021/6/18,2,感知器移設工事                          ,式　,1,10000 ,10000 ,6月18日
88774,2021/6/14,1,済生会和歌山病院                        ,　　,      ,         ,          ,
88774,2021/6/14,2,感知器及びスピーカー撤去及び取付工事    ,式　,1,100000 ,100000 ,4/2～6/14
88774,2021/6/14,3,スプリンクラーヘッド撤去及び取付工事    ,式　,1,150000 ,150000 ,〃
88774,2021/6/14,4,諸経費                                  ,式　,1,25000 ,25000 ,〃
88775,2021/5/29,1,医療法人守人会　塚田内科クリニック      ,　　,      ,         ,          ,
88775,2021/5/29,2,差動式スポット型感知器2種               ,個　,1,1850 ,1850 ,5月29日
88775,2021/5/29,3,工事費                                  ,式　,1,15000 ,15000 ,〃
88775,2021/5/29,4,諸経費                                  ,式　,1,2150 ,2150 ,〃
88776,2021/6/4,1,奈良医療センター                        ,　　,      ,         ,          ,
88776,2021/6/4,2,自動火災報知設備工事                    ,式　,1,40000 ,40000 ,6月4日
88777,2021/6/29,1,納品                                    ,　　,      ,         ,          ,
88777,2021/6/29,2,消防隊進入口　内貼                      ,枚　,2,500 ,1000 ,6月29日
88778,2021/6/11,1,有限会社畑野化成研究所様                ,　　,      ,         ,          ,
88778,2021/6/11,2,シャワーブース水道工事                  ,　　,      ,         ,          ,
88778,2021/6/11,3,HIVP20　耐衝撃性硬質ポリ塩化ビニル管    ,本　,1,880 ,880 ,6月11日
88778,2021/6/11,4,ポリブデンパイプ                        ,ｍ　,16,650 ,10400 ,〃
88778,2021/6/11,5,シャワー水栓                            ,台　,1,12500 ,12500 ,〃
88778,2021/6/11,6,同上付属品                              ,式　,1,20000 ,20000 ,〃
88778,2021/6/11,7,配管工事費                              ,式　,1,30000 ,30000 ,〃
88778,2021/6/11,8,消耗品雑材費                            ,式　,1,5000 ,5000 ,〃
88778,2021/6/11,9,諸経費                                  ,式　,1,7220 ,7220 ,〃
88779,2021/6/2,1,オークワ岬店                            ,　　,      ,         ,          ,
88779,2021/6/2,2,換気扇フード取替工事                    ,　　,      ,         ,          ,6月2日
88779,2021/6/2,3,AT-50FCGS 深形フード                    ,台　,1,3000 ,3000 ,〃
88779,2021/6/2,4,P-13VS4　深形フード                     ,台　,5,4500 ,22500 ,〃
88779,2021/6/2,5,高車費用                                ,台　,1,10000 ,10000 ,〃
88779,2021/6/2,6,工事費                                  ,式　,1,40000 ,40000 ,〃
88779,2021/6/2,7,諸経費                                  ,式　,1,7500 ,7500 ,〃
88781,2021/6/5,1,インテリアひろみ様                      ,　　,      ,         ,          ,
88781,2021/6/5,2,A30 BX-30アンプ取替工事                 ,式　,1,45000 ,45000 ,6月5日
88784,2021/6/5,1,延田ビル　本社                          ,　　,      ,         ,          ,
88784,2021/6/5,2,消火ポンプ警報調査                      ,式　,1,10000 ,10000 ,6月5日
