ｺｰﾄﾞ,,カナ名,〒,,TEL,FAX,取引先締日=締め日,必着日,取引先入金日＝入金日,回収方法,様,相手先担当１＝担当,連絡先１＝担当連絡先,請求先ｺｰﾄﾞ
778,株式会社レールテック _　和歌山営業所,ﾚｰﾙﾃｯｸ  ,        ,,               ,               ,31,,0,1,2,　　　　　　,               ,
779,　　　川邊                          ,ｶﾜﾍﾞ    ,640-8331,和歌山市美園町4-40,073-422-9150   ,073-425-8148   ,20,,0,1,1,　　　　　　,               ,
780,　　上                              ,ｳｴ      ,        ,,               ,               ,31,,0,1,1,　　　　　　,               ,
781,医療法人三光会　　きらり            ,ｷﾗﾘ     ,640-8463,和歌山県和歌山市楠見中47－19,073-480-5337   ,073-480-5338   ,20,,20,1,2,　　　　　　,               ,
782,　　　味村                          ,ｱｼﾞﾑﾗ   ,        ,,               ,               ,31,,0,1,1,　　　　　　,               ,
783,株式会社藤本水道                    ,ﾌｼﾞﾓﾄｽｲﾄ,641-0001,和歌山県和歌山市杭ノ瀬18-4,073-473-0857   ,073-471-8332   ,20,,0,1,2,　　　　　　,               ,
784,株式会社岡田工務店                  ,ｵｶﾀﾞｺｳﾑ ,645-0002,和歌山県日高郡みなべ町芝324-2,0739-84-2555   ,               ,20,,0,1,2,　　　　　　,               ,
785,桑野建設                            ,ｸﾜﾉｹﾝｾﾂ ,552-0002,大阪府大阪市港区市岡元町1-6-9_エイチツーオー市岡212号,               ,               ,31,,0,1,2,桑野　　　　,090-9861-4360  ,
786,株式会社グラシアス                  ,ｸﾞﾗｼｱｽ  ,556-0022,大阪市浪速区桜川4丁目3番22号,               ,               ,31,,31,1,2,ドゥオペレー,               ,
788,株式会社池田土木                    ,ｲｹﾀﾞﾄﾞﾎﾞ,645-0002,和歌山県日高郡みなべ町芝278,               ,               ,20,,0,1,2,　　　　　　,               ,
789,玉置繊維                            ,ﾀﾏｵｷｾﾝｲ ,640-8312,和歌山市森小手穂619-7,073-472-0361   ,               ,20,,0,1,2,　　　　　　,               ,
790,NPO法人 関西障害者国際交流協会 _就労継続支援B型事業 ハオ作業所,ﾊｵｻｷﾞｮｳｼ,660-0892,兵庫県尼崎市東難波町3-19-23,               ,               ,20,,0,1,2,　　　　　　,               ,
791,ドコモショップ和歌山東店            ,ﾄﾞｺﾓﾊﾅﾔﾏ,640-8303,和歌山県和歌山市鳴神612-1,073-474-7745   ,               ,31,,0,1,2,　　　　　　,               ,
793,北新工業株式会社                    ,ﾎｸｼﾝｺｳｷﾞ,640-8425,和歌山市松江北七丁目6番5号,073-455-2111   ,073-453-6211   ,31,,20,,2,　　　　　　,               ,
794,八木　正員                          ,ﾔｷﾞ     ,595-0013,大阪府泉大津市宮町6-7,072-532-8025   ,072-532-8025   ,31,,0,1,1,　　　　　　,               ,
795,大西電気株式会社                    ,ｵｵﾆｼﾃﾞﾝｷ,599-0201,大阪府阪南市尾崎町1-10-29,072-472-4561   ,               ,31,,31,1,2,大西社長　　,8030386995,
796,アイ・ティ・エックス株式会社        ,ｱｲﾃｨｴｯｸｽ,        ,,               ,               ,31,,0,1,2,　　　　　　,               ,791
798,旬歓喜　なかむら                    ,ﾅｶﾑﾗ    ,640-8363,和歌山市岡南ノ丁26,               ,               ,20,,0,1,2,　　　　　　,               ,
799,株式会社ＤＲＰ                      ,ﾃﾞｨｰｱｰﾙﾋ,542-0081,大阪府大阪市中央区南船場1丁目3-27_グロー南船場Bldg.3F,06-4705-7558   ,06-4705-7559   ,31,,0,1,2,大久保　　　,               ,
800,パワーズ保険事務所株式会社 _　会長　崎山,ﾊﾟﾜｰｽﾞﾎｹ,649-6227,和歌山県岩出市清水342-1_KAMABOKOビル2-2,               ,               ,31,,0,1,1,　　　　　　,               ,
801,永田防災                            ,ﾅｶﾞﾀﾎﾞｳｻ,573-0102,大阪府枚方市長尾家具町4丁目4-24,072-855-5064   ,               ,0,,0,1,2,　　　　　　,               ,
802,株式会社ヒナコーポレーション        ,ﾋﾅ      ,657-0037,神戸市灘区備後町5丁目3番1-309号,               ,               ,31,,0,1,2,　　　　　　,               ,
803,和歌山トヨタ自動車株式会社 _　小雑賀店,ﾄﾖﾀｺｻﾞｲｶ,641-0006,和歌山市中島210-2,               ,               ,20,,0,1,2,　　　　　　,               ,
804,橘電装工業株式会社                  ,ﾀﾁﾊﾞﾅﾃﾞﾝ,641-0003,和歌山市坂田183-4,               ,               ,0,,0,1,2,　　　　　　,               ,
805,ＡＬＳＯＫ双栄株式会社              ,ｱﾙｿｯｸｿｳｴ,244-0812,神奈川県横浜市戸塚区柏尾町530,045-435-5411   ,045-435-5463   ,31,,31,1,2,　　　　　　,               ,
807,ｖａｌｏ                            ,ｳﾞｧﾛ    ,531-0076,大阪府大阪市北区大淀中1-11-10,06-7503-9757   ,               ,31,,10,1,2,伊藤久美子　,               ,
808,大中歯科医院                        ,ｵｵﾅｶｼｶ  ,649-0307,和歌山県有田市初島町里2107-1,0737-83-2553   ,               ,31,,0,1,2,　　　　　　,               ,
811,　　山野　昌紀                      ,ﾔﾏﾉｻﾏ   ,640-0406,和歌山県紀の川市貴志川町字峯山1293番2,               ,               ,31,,0,1,1,　　　　　　,               ,
812,有限会社正木精密板金                ,ﾏｻｷｾｲﾐﾂﾊ,640-8301,和歌山市岩橋1078-3,073-471-0659   ,073-472-4673   ,20,,0,1,2,　　　　　　,               ,
813,青枝工務店                          ,ｱｵｼｺｳﾑﾃﾝ,598-0021,大阪府泉佐野市日根野4219-1・603,               ,072-464-7636   ,31,,31,1,2,青枝社長　　,090-8216-2717  ,
814,ヒデイ建設株式会社 _　一級建築士事務所,ﾋﾃﾞｲｹﾝｾﾂ,596-0832,大阪府岸和田市極楽寺町457,072-426-5519   ,072-426-0088   ,20,,0,1,2,　　　　　　,               ,
816,有限会社プランニング _　色彩美人,ｼｷｻｲﾋﾞｼﾞ,640-8290,和歌山市西長町1丁目3,               ,               ,31,,0,2,2,　　　　　　,               ,
817,社会福祉法人有田ひまわり福祉会 _　ひまわり作業所,ﾋﾏﾜﾘｻｷﾞｮ,649-0306,和歌山県有田市初島町浜1756-1,0737-83-2298   ,0737-82-1998   ,25,,31,1,2,　　　　　　,               ,
818,協和繊維工業株式会社                ,ｷｮｳﾜｾﾝｲ ,640-8392,和歌山市中之島2242番地,               ,               ,31,,0,1,2,　　　　　　,               ,
819,民宿　カネ伝                        ,ｶﾈﾃﾞﾝ   ,649-0306,和歌山県有田市初島町浜1769-1,               ,               ,31,,0,1,2,　　　　　　,               ,
820,松林渡船                            ,ﾏﾂﾊﾞﾔｼﾄｾ,649-0306,和歌山県有田市初島町浜1769-1,               ,               ,20,,0,1,2,　　　　　　,               ,
821,初島幼稚園                          ,ﾊﾂｼﾏﾖｳﾁｴ,649-0306,和歌山県有田市初島町浜1769-1,               ,               ,31,,0,1,2,　　　　　　,               ,
822,株式会社Ｊｓ-ＰＬＡＮＮＩＮＧ       ,ｼﾞｪｲｽﾞﾌﾟ,579-8011,大阪府東大阪市東石切町3-1-17　1F,072-980-8400   ,072-980-8411   ,31,,5,2,2,　　　　　　,               ,
824,大崎ハウス農芸                      ,ｵｵｻｷﾊｳｽﾉ,643-0031,和歌山県有田郡有田川町野田126,0737-52-3564   ,0737-52-6544   ,31,,0,1,2,　　　　　　,               ,
825,株式会社スペースデザインアオイ      ,ｽﾍﾟｰｽﾃﾞｻ,640-8341,和歌山市黒田279-4,073-476-0667   ,073-476-0668   ,31,,0,1,2,　　　　　　,               ,
827,宮本　裕司                          ,ﾐﾔﾓﾄｻﾏ  ,        ,,               ,               ,31,,0,1,1,　　　　　　,               ,
828,中之島銭座町自治会                  ,ｾﾞﾆｻﾞﾁｮｳ,        ,,               ,               ,20,,0,2,2,　　　　　　,               ,
831,岡崎運輸株式会社                    ,ｵｶｻﾞｷｳﾝﾕ,649-6275,和歌山市吐前998-6,073-477-5188   ,               ,31,,0,1,2,　　　　　　,               ,
832,農事組合法人 有田コープファーム     ,ｱﾘﾀﾞｺｰﾌﾟ,643-0846,和歌山県有田郡有田川町田口161-1,0737-52-3331   ,               ,20,,0,1,2,　　　　　　,               ,
834,株式会社ユニトラ                    ,ﾕﾆﾄﾗ    ,541-0058,大阪府大阪市中央区南久宝寺町4-4-9,06-4963-3731   ,06-4963-3732   ,31,,0,1,2,徳田さん　　,               ,
836,株式会社水研                        ,ｽｲｹﾝ    ,546-0014,大阪府大阪市住吉区鷹合3-17-27,06-6605-1611   ,06-6605-1612   ,31,,0,1,2,　　　　　　,               ,
837,やきとり大吉 和歌山中店             ,ﾔｷﾄﾘﾀﾞｲｷ,640-8451,和歌山県和歌山市中65-5,               ,               ,31,,0,1,2,　　　　　　,               ,
838,株式会社ＥＪ東大阪                  ,ｲｰｼﾞｪｲﾋｶ,556-0022,大阪市浪速区桜川4丁目3番22号,               ,               ,31,,31,1,2,　　　　　　,               ,
840,株式会社土井電設工業                ,ﾄﾞｲﾃﾞﾝｾﾂ,641-0001,和歌山市三葛238-6,073-445-1032   ,073-445-1128   ,31,,20,1,2,　　　　　　,               ,
841,有限会社フィッシング・モリタ        ,ﾌｨｯｼﾝｸﾞﾓ,649-0316,和歌山県有田市宮崎町外新田200,               ,               ,20,,0,1,2,　　　　　　,               ,
844,社会福祉法人　一梅会 _特別養護老人ﾎｰﾑ千早赤阪春の家,ﾁﾊﾔｱｶｻｶﾊ,585-0055,大阪府南河内郡千早赤阪村大字東阪122-1,               ,               ,20,,0,1,2,　　　　　　,               ,
845,社会福祉法人　一梅会 _　ケアハウス春の家,ｹｱﾊｳｽﾊﾙﾉ,584-0052,大阪府富田林市大字佐備2497-5,               ,               ,20,,0,1,2,　　　　　　,               ,
847,久保田電気工業所                    ,ｸﾎﾞﾀﾃﾞﾝｷ,649-0311,和歌山県有田市辻堂917-2,0737-82-4069   ,0737-82-1485   ,20,,0,1,2,　　　　　　,               ,
849,　　熊野　孝洋                      ,ｸﾏﾉｻﾏ   ,599-0223,大阪府阪南市光陽台二丁目3-10,               ,               ,31,,0,1,1,　　　　　　,               ,
851,ニューハイツ光陽C棟　管理組合       ,ﾆｭｰﾊｲﾂC ,640-8287,和歌山市築港5丁目5-1,               ,               ,31,,0,1,2,笹本様　　　,               ,
853,ぶっとく幼稚園                      ,ﾌﾞｯﾄｸﾖｳﾁ,649-0304,和歌山県有田市箕島341,               ,               ,31,,0,1,2,　　　　　　,               ,
854,株式会社トラスト・トレーディング    ,ﾄﾗｽﾄﾄﾚｰﾃ,649-6219,和歌山県岩出市北大池118,               ,               ,31,,0,1,2,　　　　　　,               ,
857,深川割烹店                          ,ﾌｶｶﾞﾜｶｯﾎ,649-0306,和歌山県有田市初島町浜1091,               ,               ,31,,0,1,2,　　　　　　,               ,
859,一般財団法人　日本クレーン協会 _　和歌山支部,ﾆﾎﾝｸﾚｰﾝｷ,640-8395,和歌山市畑屋敷中の丁5_和綿ビル4階,073-431-8027   ,073-427-6467   ,31,,0,1,2,　　　　　　,               ,
861,ヒダカヤ黒田店                      ,ﾋﾀﾞｶﾔｸﾛﾀ,640-8341,和歌山市黒田127-5,073-475-2059   ,073-475-2230   ,31,,0,1,2,　　　　　　,               ,
863,渡辺パイプ・西日本株式会社 _　和歌山支店,ﾜﾀﾅﾍﾞﾊﾟｲ,640-8314,和歌山市神前19-1,073-476-5395   ,073-472-7586   ,31,,0,1,2,　　　　　　,               ,
865,　くまの                            ,ｸﾏﾉ     ,        ,,               ,               ,31,,0,1,2,伊勢屋　　　,               ,
866,Reel affair                         ,ﾘｰﾙｱﾌｪｱ ,        ,,               ,               ,31,,0,1,2,伊勢屋　　　,               ,
867,株式会社エステック                  ,ｴｽﾃｯｸ   ,591-8003,大阪府堺市北区船堂町2丁10番8号,072-255-4004   ,072-255-4007   ,20,,0,1,2,鈴木社長　　,090-3895-5312  ,
868,　宮本                              ,ﾐﾔﾓﾄ    ,        ,,               ,               ,31,,0,1,1,　　　　　　,               ,
870,にしのみや法務・税理士事務所        ,ﾆｼﾉﾐﾔ   ,662-0047,兵庫県西宮市寿町3-13_山手ビル１階,0798-56-8633   ,0798-56-8634   ,31,,0,1,2,本田様　　　,090-1802-2587  ,
871,医療法人三徳会　かわむら医院        ,ｶﾜﾑﾗｲｲﾝ ,649-0101,和歌山県海南市下津町下津785-2,073-492-0132   ,               ,31,,0,1,2,　　　　　　,               ,
872,和歌山電工株式会社 _　伊都営業所,ﾜﾃﾞﾝｺｳｲﾄ,649-7112,和歌山県伊都郡かつらぎ町中飯降1685-1,0736-22-5600   ,0736-78-1810   ,20,,10,1,2,　　　　　　,               ,518
874,自遊会　園部デイサービスセンター    ,ｿﾉﾍﾞﾃﾞｲｻ,640-8483,和歌山市園部1218-75,               ,               ,20,,0,1,2,　　　　　　,               ,
876,有限会社中筋運輸                    ,ﾅｶｽｼﾞｳﾝﾕ,671-2221,兵庫県姫路市青山北2丁目33-22,079-266-2321   ,079-266-2755   ,31,,0,1,2,　　　　　　,               ,
879,株式会社東洋エンタープライズ        ,ﾄｳﾖｳｴﾝﾀｰ,640-8355,和歌山県和歌山市北ノ新地1丁目1番地,073-425-4131   ,073-425-4133   ,20,,10,1,2,　　　　　　,               ,
881,株式会社赤土建設                    ,ｱｶﾂﾁｹﾝｾﾂ,641-0014,和歌山市毛見102-4,073-445-1234   ,073-445-2292   ,20,,10,,2,半金半手　　,               ,
882,ビジネスホテルかなや                ,ﾋﾞｼﾞｶﾅﾔ ,643-0152,和歌山県有田市有田川町金屋633,               ,               ,20,,0,1,2,　　　　　　,               ,
885,Ｆｕｎｌｉｆｅ株式会社              ,ﾌｧﾝﾗｲﾌ  ,599-8123,大阪府堺市東区北野田1084番地,               ,               ,31,,31,1,2,ドゥオペレー,               ,
886,カラオケフェスタ　海南店            ,ｶﾗｵｹﾌｪｽﾀ,642-0032,和歌山県海南市名高148-1,               ,               ,31,,0,1,2,　　　　　　,               ,
888,　　　池上                          ,ｲｹｶﾞﾐ   ,        ,,               ,               ,31,,0,1,1,　　　　　　,               ,
889,株式会社森田工務店                  ,ﾓﾘﾀｺｳﾑﾃﾝ,669-3465,兵庫県丹波市氷上町横田584-5,0795-82-4488   ,0795-82-6962   ,31,,10,,2,　　　　　　,               ,
890,株式会社タカノ建設                  ,ﾀｶﾉｹﾝｾﾂ ,649-6241,和歌山県岩出市波分186-1,0736-63-0738   ,0739-63-1102   ,20,,31,2,2,　　　　　　,               ,
891,吉田家具                            ,ﾖｼﾀﾞｶｸﾞ ,649-0311,和歌山県有田市辻堂775,               ,               ,31,,0,1,2,　　　　　　,               ,
893,株式会社協和水道設備商会            ,ｷｮｳﾜｽｲﾄﾞ,647-0052,和歌山県新宮市橋本1丁目1-16,0735-22-6067   ,0735-21-3606   ,31,,0,1,2,工事部萩原様,090-3055-2503  ,
894,武内商店                            ,ﾀｹｳﾁｼｮｳﾃ,640-0113,和歌山市本脇638-26,073-459-2672   ,073-459-2672   ,20,,0,1,2,　　　　　　,               ,
895,有限会社岡本家具工芸                ,ｵｶﾓﾄｶｸﾞｺ,640-8303,和歌山市鳴神137番地1,073-471-3917   ,073-474-3957   ,20,,0,1,2,　　　　　　,               ,
897,民宿　えびす                        ,ｴﾋﾞｽ    ,643-0006,和歌山県有田郡湯浅町田1196,               ,               ,31,,0,1,2,　　　　　　,               ,
898,民宿　タムラ                        ,ﾀﾑﾗ     ,643-0006,和歌山県有田郡湯浅町田57-18,               ,               ,31,,0,1,2,　　　　　　,               ,
899,廣見家具株式会社                    ,ﾋﾛﾐｶｸﾞ  ,640-8031,和歌山市北大工町26,073-431-2356   ,               ,31,,0,1,2,　　　　　　,               ,
901,観音寺                              ,ｶﾝﾉﾝｼﾞ  ,640-8006,和歌山市元寺町東ノ丁2番地,               ,               ,31,,0,1,2,　　　　　　,               ,
902,株式会社リクエスト・システム        ,ﾘｸｴｽﾄｼｽﾃ,        ,,               ,               ,31,,0,1,2,　　　　　　,               ,
903,柏設備                              ,ｶｼﾜｾﾂﾋﾞ ,595-0006,大阪府泉大津市東助松町4-3-32,0725-32-7414   ,0725-32-7414   ,31,,0,1,2,柏様　　　　,               ,
904,医療法人　三光会                    ,ｻﾝｺｳｶｲ  ,640-8462,和歌山市粟字大堀ノ坪237番地,               ,               ,20,,0,1,2,　　　　　　,               ,
907,医療法人　友和会                    ,ﾕｳﾜｶｲ   ,640-8272,和歌山市砂山南2丁目4番21,               ,               ,31,,0,1,2,　　　　　　,               ,
909,有限会社　虹                        ,ﾆｼﾞ     ,640-8301,和歌山市岩橋1043-5,               ,               ,31,,15,1,2,　　　　　　,               ,
911,東芝キヤリア株式会社                ,ﾄｳｼﾊﾞｷﾔﾘ,        ,,               ,               ,31,,0,1,2,　　　　　　,               ,
913,アサヒ飲料株式会社                  ,ｱｻﾋｲﾝﾘｮｳ,        ,,               ,               ,20,,0,1,2,　　　　　　,               ,
914,坂の久保サンシャイン _　山村　和彦,ｻｶﾉｸﾎﾞｻﾝ,594-0023,大阪府和泉市伯太町2-32-14,               ,               ,31,,0,1,1,山村典子　　,               ,
915,　　山村　　和彦                    ,ﾔﾏﾑﾗｶｽﾞﾋ,594-0023,大阪府和泉市伯太町2-32-25,               ,               ,31,,0,1,1,山村典子　　,               ,
916,グループホームはるすのお家･西吉野   ,ﾊﾙｽﾆｼﾖｼﾉ,637-0230,奈良県五條市西吉野町城戸430番地,               ,               ,31,,0,1,2,　　　　　　,               ,
917,　　小畑                            ,ｺﾊﾞﾀｻﾏ  ,        ,,               ,               ,31,,0,1,1,　　　　　　,               ,
920,株式会社　大橋                      ,ｵｵﾊｼ    ,640-8316,和歌山市有家382-11,               ,               ,20,,0,1,2,　　　　　　,               ,
922,菱電商事株式会社 _　関西支社,ﾘｮｳﾃﾞﾝｼｮ,530-0003,大阪府大阪市北区堂島2丁目2番2号_近鉄堂島ビル,               ,               ,25,,15,1,2,　　　　　　,               ,
925,　　赤松                            ,ｱｶﾏﾂ    ,        ,,               ,               ,31,,0,,1,　　　　　　,               ,
928,静香産業株式会社                    ,ｼｽﾞｶｻﾝｷﾞ,552-0005,大阪府大阪市港区田中2-9-25,06-6573-0121   ,               ,31,,0,1,2,　　　　　　,               ,
931,　　浅野                            ,ｱｻﾉｻﾏ   ,        ,,               ,               ,31,,0,1,1,　　　　　　,               ,
932,　　　山崎                          ,ﾔﾏｻﾞｷ   ,        ,,               ,               ,31,,0,1,1,　　　　　　,               ,
933,大和ハウス工業株式会社 _　和歌山支店,ﾀﾞｲﾜﾊｳｽ ,641-0002,和歌山市新中島63番地の8,               ,               ,20,,31,2,2,　　　　　　,               ,
934,有限会社 中川電設工業               ,ﾅｶｶﾞﾜﾃﾞﾝ,641-0056,和歌山市秋葉町4-8　理容会館ビル3階,073-448-6670   ,073-448-6680   ,31,,15,2,2,　　　　　　,               ,
940,　　うつぼ                          ,ｳﾂﾎﾞ    ,641-0015,和歌山市布引497-2,073-445-8065   ,               ,31,,0,,2,　　　　　　,               ,
942,アリケンホーム                      ,ｱﾘｹﾝ    ,640-8306,和歌山市出島273-4,               ,               ,20,,10,1,2,　　　　　　,               ,
944,吉川　昌男                          ,ﾖｼｶﾜ    ,640-8462,和歌山県和歌山市粟56-1_タキマンション205,               ,               ,20,,10,1,1,　　　　　　,               ,
946,　　　橋本                          ,ﾊｼﾓﾄ    ,        ,,               ,               ,31,,0,1,1,伊勢設計　　,               ,
948,ユニオン開発株式会社                ,ﾕﾆｵﾝｶｲﾊﾂ,640-8403,和歌山市北島300-8,073-453-7011   ,073-453-1050   ,20,,0,1,2,　　　　　　,               ,
950,浅井建設株式会社                    ,ｱｻｲｹﾝｾﾂ ,        ,,               ,               ,20,,0,1,2,　　　　　　,               ,
951,ゆうあい薬局                        ,ﾕｳｱｲﾔｯｷｮ,649-6231,和歌山県岩出市川尻54番1,0736-69-0234   ,               ,31,,0,1,2,　　　　　　,               ,
952,カンナ荘                            ,ｶﾝﾅｿｳ   ,649-1104,和歌山県日高郡由良町江ノ駒332番地,               ,               ,20,,0,1,2,　　　　　　,               ,
954,　　　岩橋                          ,ｲﾜﾊｼｻﾏ  ,        ,,               ,               ,31,,0,1,1,　　　　　　,               ,
955,溝畑　洋子                          ,ﾐｿﾞﾊﾞﾀﾖｳ,        ,,               ,               ,31,,0,1,1,伊勢設計　　,               ,
956,ライフサイズ野崎                    ,ﾗｲﾌｻｲｽﾞﾉ,640-8402,和歌山市野崎62-1,               ,               ,31,,0,1,2,　　　　　　,               ,
957,東消防署管内給油取扱所協議会        ,ﾋｶﾞｼｼｮ  ,        ,,               ,               ,31,,0,1,2,　　　　　　,               ,
958,山本　智基　様 _山本　奈緒子　様,ﾔﾏﾓﾄﾄﾓｷ ,649-6246,和歌山市有家254-1,               ,               ,31,,0,1,1,伊勢設計　　,               ,
960,社会福祉法人つわぶき会 _　つわぶき授産工場,ﾂﾜﾌﾞｷｼﾞｭ,641-0004,和歌山市和田1283-2,               ,               ,20,,0,1,2,　　　　　　,               ,
962,社会福祉法人つわぶき会 _　綜成苑,ｿｳｾｲｴﾝ  ,640-0112,和歌山市西庄1107-1,               ,               ,20,,0,1,2,　　　　　　,               ,
963,社会福祉法人つわぶき会 _　綜愛苑,ｿｳｱｲｴﾝ  ,640-0112,和歌山市西庄1107-45,               ,               ,20,,0,1,2,　　　　　　,               ,
964,社会福祉法人つわぶき会 _　つつじが丘苑,ﾂﾂｼﾞｶﾞｵｶ,640-0115,和歌山市つつじが丘7-3-1,               ,               ,20,,0,1,2,　　　　　　,               ,
965,社会福祉法人つわぶき会 _　グループホームつつじが丘,ｸﾞﾙｰﾌﾟﾂﾂ,640-0115,和歌山市つつじが丘7-3-1,               ,               ,20,,0,1,2,　　　　　　,               ,
966,社会福祉法人つわぶき会 _　Ｔ－ＪＯＢ,ﾃｨｰｼﾞｮﾌﾞ,640-8331,和歌山市美園町5-4-2,               ,               ,20,,0,1,2,　　　　　　,               ,
967,社会福祉法人つわぶき会　本部        ,ﾂﾜﾌﾞｷﾎﾝﾌ,640-8324,和歌山市吹屋町5-49-3,               ,               ,20,,0,1,2,　　　　　　,               ,
968,原電機株式会社                      ,ﾊﾗﾃﾞﾝｷ  ,542-0012,大阪市中央区谷町9丁目4-17,06-6761-3387   ,06-6761-3388   ,31,,0,1,2,　　　　　　,               ,
969,岡本　和子                          ,ｵｶﾓﾄｶｽﾞｺ,649-6112,和歌山県紀の川市桃山町調月字尼岡1427,               ,               ,31,,0,1,1,　　　　　　,               ,
970,　大橋　淳二                        ,ｵｵﾊｼ    ,640-8316,和歌山市有家382-11,               ,               ,31,,0,1,1,　　　　　　,               ,
972,株式会社スズキ自販和歌山            ,ｽｽﾞｷｼﾞﾊﾝ,641-0036,和歌山市西浜892,073-444-5291   ,               ,20,,0,1,2,　　　　　　,               ,
973,株式会社大設備                      ,ﾀﾞｲｾﾂﾋﾞ ,594-1102,大阪府和泉市和田町335-22,0725-56-3379   ,0725-56-3379   ,31,,0,1,2,大阪谷社長　,               ,
974,紀洋電化                            ,ｷﾖｳﾃﾞﾝｶ ,649-7151,和歌山県伊都郡かつらぎ町東渋田662-4,0736-22-3440   ,               ,31,,0,1,2,松浦様　　　,090-3611-7028  ,
975,グループホームたかお                ,ｸﾞﾙｰﾌﾟﾀｶ,640-0423,和歌山県紀の川市貴志川町高尾194-1,0736-65-3382   ,               ,31,,0,1,2,　　　　　　,               ,
976,デイサービスセンターたかお          ,ﾃﾞｲｾﾝﾀｶｵ,640-0423,和歌山県紀の川市貴志川町高尾194-1,0736-65-3380   ,               ,31,,0,1,2,　　　　　　,               ,
977,株式会社川昌工務店                  ,ｶﾜｼｮｳｺｳﾑ,463-0003,愛知県名古屋市守山区下志段味長戸1650,052-778-9494   ,052-778-9492   ,21,,10,1,2,　　　　　　,               ,
979,トーヨーカネツ _　ソリューションズ株式会社,ﾄｰﾖｰｶﾈﾂ ,649-0314,和歌山県有田市野457,0737-85-3120   ,0737-85-3121   ,15,,10,1,2,ＴＫＬＣ　　,               ,
980,株式会社キューブ建築研究所          ,ｷｭｰﾌﾞｹﾝﾁ,640-8355,和歌山市北ノ新地2-22_ワンダーランド3階,073-422-0451   ,073-422-0461   ,31,,0,1,2,　　　　　　,               ,
982,株式会社福田製凾所                  ,ﾌｸﾀﾞｾｲｶﾝ,        ,,               ,               ,31,,0,1,2,　　　　　　,               ,
983,坂本建築工房                        ,ｻｶﾓﾄｹﾝﾁｸ,640-0452,和歌山県海南市孟子206-1,073-497-7777   ,073-486-0700   ,31,,0,1,2,　　　　　　,               ,
990,瀧本電気                            ,ﾀｷﾓﾄﾃﾞﾝｷ,640-8441,和歌山市栄谷881_セジュール栄谷A102,073-414-2333   ,073-414-2333   ,20,,10,1,2,　　　　　　,               ,
993,Ｌｉｎｏｎ                          ,ﾘﾉﾝ     ,640-8361,和歌山市岡円福院東ノ丁5番地_ワールドプラザ南海4階,073-426-0829   ,               ,31,,0,1,2,佐原美香様　,               ,
994,株式会社マルヤマ三紀商会            ,ﾏﾙﾔﾏｻﾝｷ ,640-8390,和歌山市有本120番地2,073-422-2848   ,               ,20,,10,1,2,消防設備行組,               ,
998,的場　雅文                          ,ﾏﾄﾊﾞｻﾝ  ,642-0022,和歌山県海南市大野中47-1,073-483-3069   ,               ,20,,10,1,2,　　　　　　,               ,
999,和田　博巳                          ,ﾜﾀﾞﾋﾛﾐ  ,        ,,               ,               ,0,,0,1,2,　　　　　　,               ,
1002,角電工房                            ,ｽﾐﾃﾞﾝｺｳﾎ,644-0004,和歌山県御坊市名屋町129,0738-52-8080   ,               ,31,,0,1,2,　　　　　　,               ,
1004,株式会社際                          ,ｻｲ      ,640-8337,和歌山県和歌山市毛革屋丁25番地,073-424-1100   ,073-424-8008   ,31,,0,1,2,　　　　　　,               ,
1008,有限会社イー・ソシオ                ,ｲｰｿｼｵ   ,        ,,               ,               ,31,,0,1,2,　　　　　　,               ,
1009,有限会社畑野化成研究所              ,ﾊﾀﾉｶｾｲ  ,640-8441,和歌山県和歌山市栄谷22-17,073-455-4615   ,               ,31,,0,1,2,　　　　　　,               ,
1010,ＫＳＣ株式会社                      ,ｹｲｴｽｼｰ  ,572-0051,大阪府寝屋川市高柳5-16-5,               ,               ,20,,0,1,2,　　　　　　,               ,
1012,三菱電機クレジット株式会社          ,ﾐﾂﾋﾞｼｸﾚｼ,530-0001,大阪府大阪市梅田1丁目8番17号_大阪第一生命ビル4階,06-6345-1800   ,               ,31,,31,2,2,　　　　　　,               ,
1013,株式会社ナガヤマ                    ,ﾅｶﾞﾔﾏ   ,640-8303,和歌山県和歌山市鳴神736-5,073-475-3177   ,073-475-3178   ,31,,0,1,2,川端　　　　,080-7593-2833  ,
1014,株式会社日本商工リサーチ            ,ﾆﾎﾝｼｮｳｺｳ,530-0041,大阪市北区天神橋4丁目12-24,06-6357-3681   ,06-6357-3190   ,0,,0,1,2,　　　　　　,               ,
1015,医療法人マイクリニック              ,ﾏｲｸﾘﾆｯｸ ,        ,,               ,               ,31,,0,1,2,伊勢設計　　,               ,
1016,ｉ.ＴＥＣＨ                         ,ｱｲﾃｯｸ   ,640-0345,和歌山市桑山162-8,073-463-5571   ,073-463-5571   ,31,,0,1,2,岩橋様　　　,090-2591-1299  ,
1017,　赤堀　光洋                        ,ｱｶﾎﾘｻﾏ  ,        ,,               ,               ,31,,0,1,1,　　　　　　,               ,
1018,株式会社大野工務店                  ,ｵｵﾉｺｳﾑﾃﾝ,649-6317,和歌山市山口西9-6,               ,               ,31,,0,1,2,　　　　　　,               ,
1019,　　　大東                          ,ｵｵﾋｶﾞｼ  ,        ,,               ,               ,31,,0,1,1,伊勢設計　　,               ,
