売上№,売上日,行№,品名,単位,数量,単価,金額,備考,得意先ｺｰﾄﾞ
88878,2021/7/20,158,ラ・サルデーヌ                         ,式　,1,3234,3234,                   ,378
88878,2021/7/20,159,ディアス黒江                           ,式　,1,1320,1320,                   ,378
88878,2021/7/20,160,ディアス藤本                           ,式　,1,495,495,                   ,378
88878,2021/7/20,161,ディアス藤本Ⅱ                         ,式　,1,495,495,                   ,378
88878,2021/7/20,162,ディアスウチタ                         ,式　,1,495,495,                   ,378
88878,2021/7/20,163,フレグランスうの                       ,式　,1,1315,1315,                   ,378
88878,2021/7/20,164,フレグランスⅠ                         ,式　,1,770,770,                   ,378
88878,2021/7/20,165,ディアス寿里                           ,式　,1,1397,1397,                   ,378
88878,2021/7/20,166,フレグランス宮原                       ,式　,1,968,968,                   ,378
88878,2021/7/20,167,ディアスミニ                           ,式　,1,495,495,                   ,378
88878,2021/7/20,168,ディアス一本松                         ,式　,1,2376,2376,                   ,378
88878,2021/7/20,169,ディアス城山                           ,式　,1,770,770,                   ,378
88878,2021/7/20,170,フレグランス池尻                       ,式　,1,495,495,                   ,378
88878,2021/7/20,171,フレグランス大宮                       ,式　,1,693,693,                   ,378
88878,2021/7/20,172,楠見中ディアス                         ,式　,1,968,968,                   ,378
88878,2021/7/20,173,セフィラ　プラッツ                     ,式　,1,770,770,                   ,378
88878,2021/7/20,174,ハイツ楠                               ,式　,1,495,495,                   ,378
88878,2021/7/20,175,サニーコート                           ,式　,1,1430,1430,                   ,378
88878,2021/7/20,176,フォーレスうえだ                       ,式　,1,1694,1694,                   ,378
88878,2021/7/20,177,ハイツ萩                               ,式　,1,693,693,                   ,378
88878,2021/7/20,178,フォーレス有本                         ,式　,1,1045,1045,                   ,378
88878,2021/7/20,179,楠見中ディアスⅡ                       ,式　,1,495,495,                   ,378
88878,2021/7/20,180,ハイツ森                               ,式　,1,1045,1045,                   ,378
88878,2021/7/20,181,フォーレス花野                         ,式　,1,1166,1166,                   ,378
88878,2021/7/20,182,フレグランス小雑賀                     ,式　,1,770,770,                   ,378
88878,2021/7/20,183,グリーンルーフ塩屋                     ,式　,1,495,495,                   ,378
88878,2021/7/20,184,フレグランス南紀の台                   ,式　,1,990,990,                   ,378
88878,2021/7/20,185,グリーンルーフＣｏｃｃｏ               ,式　,1,495,495,                   ,378
88878,2021/7/20,186,ハイツ楠Ⅱ                             ,式　,1,495,495,                   ,378
88878,2021/7/20,187,シャーメゾン山中                       ,式　,1,495,495,                   ,378
88878,2021/7/20,188,シャーメゾン高松                       ,式　,1,770,770,                   ,378
88878,2021/7/20,189,メゾン雑賀                             ,式　,1,495,495,                   ,378
88878,2021/7/20,190,グリーンルーフのうがわ                 ,式　,1,968,968,                   ,378
88878,2021/7/20,191,ドエルＫ                               ,式　,1,495,495,                   ,378
88878,2021/7/20,192,シャーメゾン山崎                       ,式　,1,1320,1320,                   ,378
88878,2021/7/20,193,シャーメゾン新堂                       ,式　,1,1870,1870,                   ,378
88878,2021/7/20,194,シャーメゾン小雑賀                     ,式　,1,1045,1045,                   ,378
88878,2021/7/20,195,エクセレンス六十谷                     ,式　,1,770,770,                   ,378
88878,2021/7/20,196,シャーメゾンＨＡＭＡＩＣＨＩ           ,式　,1,990,990,                   ,378
88878,2021/7/20,197,シャーメゾン打田                       ,式　,1,1045,1045,                   ,378
88878,2021/7/20,198,シャーメゾン堀口                       ,式　,1,1320,1320,                   ,378
88878,2021/7/20,199,シャーメゾン新堂Ⅱ                     ,式　,1,1045,1045,                   ,378
88878,2021/7/20,200,シャーメゾンキタグチ                   ,式　,1,495,495,                   ,378
88878,2021/7/20,201,セファミ荊本                           ,式　,1,1045,1045,                   ,378
88878,2021/7/20,202,フォーレスＩ＆Ｎ                       ,式　,1,495,495,                   ,378
88878,2021/7/20,203,シャーメゾンＭ                         ,式　,1,495,495,                   ,378
88878,2021/7/20,204,ヴィンヤードハウスⅢ                   ,式　,1,495,495,                   ,378
88878,2021/7/20,205,エクセレンス六十谷Ⅱ                   ,式　,1,770,770,                   ,378
88878,2021/7/20,206,ガーデンハイツ湯浅                     ,式　,1,770,770,                   ,378
88878,2021/7/20,207,ルミエール湊                           ,式　,1,770,770,                   ,378
88878,2021/7/20,208,シャーメゾン紀峰                       ,式　,1,770,770,                   ,378
88878,2021/7/20,209,グランメール福島                       ,式　,1,770,770,                   ,378
88878,2021/7/20,210,パールハイツ箕島                       ,式　,1,693,693,                   ,378
88878,2021/7/20,211,ワイズヴィラ                           ,式　,1,550,550,                   ,378
88878,2021/7/20,212,フォーレス・ノベル                     ,式　,1,770,770,                   ,378
88878,2021/7/20,213,藤栄ハイツ                             ,式　,1,693,693,                   ,378
88878,2021/7/20,214,ラ・サルデーヌⅡ                       ,式　,1,495,495,                   ,378
88878,2021/7/20,215,メゾン・ルテシィア                     ,式　,1,495,495,                   ,378
88878,2021/7/20,216,シャーメゾン下津                       ,式　,1,693,693,                   ,378
88878,2021/7/20,217,シャーメゾンくすの木                   ,式　,1,1980,1980,                   ,378
88878,2021/7/20,218,シャーメゾン笠松                       ,式　,1,770,770,                   ,378
88878,2021/7/20,219,パークハイツ                           ,式　,1,495,495,                   ,378
88878,2021/7/20,220,サニーハイツ向島                       ,式　,1,495,495,                   ,378
88878,2021/7/20,221,リバーサイド湯浅                       ,式　,1,770,770,                   ,378
88878,2021/7/20,222,ラガール湯浅                           ,式　,1,495,495,                   ,378
88878,2021/7/20,223,五月ハイツ                             ,式　,1,1386,1386,                   ,378
88878,2021/7/20,224,アン・セリジェ                         ,式　,1,770,770,                   ,378
88878,2021/7/20,225,ブランシェ前田                         ,式　,1,770,770,                   ,378
88878,2021/7/20,226,シャーメゾン青木                       ,式　,1,770,770,                   ,378
88878,2021/7/20,227,フォーナス                             ,式　,1,968,968,                   ,378
88878,2021/7/20,228,パレスデュオ・照（テラス）             ,式　,1,770,770,                   ,378
88878,2021/7/20,229,シャーメゾンハーヴェスト               ,式　,1,770,770,                   ,378
88878,2021/7/20,230,クレール松ヶ丘                         ,式　,1,495,495,                   ,378
88878,2021/7/20,231,クレール                               ,式　,1,770,770,                   ,378
88878,2021/7/20,232,アン・セリジェ　Ⅱ                     ,式　,1,495,495,                   ,378
88878,2021/7/20,233,フレグランス二里ヶ浜                   ,式　,1,770,770,                   ,378
88878,2021/7/20,234,アベニール                             ,式　,1,770,770,                   ,378
88878,2021/7/20,235,ディアス赤坂                           ,式　,1,770,770,                   ,378
88878,2021/7/20,236,カサ・フィオーレＦＧ                   ,式　,1,770,770,                   ,378
88878,2021/7/20,237,シャーメゾン安上                       ,式　,1,968,968,                   ,378
88878,2021/7/20,238,フローラ                               ,式　,1,770,770,                   ,378
88878,2021/7/20,239,ワイズコート                           ,式　,1,495,495,                   ,378
88878,2021/7/20,240,シャーメゾン西高松                     ,式　,1,495,495,                   ,378
88878,2021/7/20,241,シャーメゾン木ノ本                     ,式　,1,693,693,                   ,378
88878,2021/7/20,242,ブランシェＳ                           ,式　,1,693,693,                   ,378
88878,2021/7/20,243,ディアスＡＫＩＨＯ                     ,式　,1,693,693,                   ,378
88878,2021/7/20,244,シャンブルＭ                           ,式　,1,968,968,                   ,378
88878,2021/7/20,245,シャーメゾン幸輝                       ,式　,1,1166,1166,                   ,378
88878,2021/7/20,246,ボナール千且                           ,式　,1,770,770,                   ,378
88878,2021/7/20,247,イマージュ浜の宮                       ,式　,1,495,495,                   ,378
